report_id,report_text,report_type,date,location,activity,hazard,barrier_failure,life_saving_rule,sif_potential,risk_score,risk_level
R0596,"Worker was standing under a suspended load during lifting operation, no exclusion zone maintained.",UNSAFE_ACT,2026-08-09,Well Pad 12,Line Of Fire,LINE_OF_FIRE,Exclusion Zone,Line of Fire,1,100,CRITICAL
R0597,Cluttered walkway with minor trip hazard was reported near the warehouse.,UNSAFE_CONDITION,2026-08-26,Site B,Housekeeping,HOUSEKEEPING,,Permit to Work,0,32,MEDIUM
R0598,Improper scaffolding was noted with no guardrail installed at elevated platform.,INCIDENT,2026-07-13,Loading Terminal,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0599,Lifting operation followed load chart with rigging inspected prior to lift.,UNSAFE_ACT,2026-04-24,Pipeline Section 7,Lifting,LIFTING,,Lifting Operations,0,55,MEDIUM
R0600,Worker entered confined space without atmospheric testing. No standby person was present.,UNSAFE_ACT,2026-01-22,Site A,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0601,Worker was exposed to chemical spill without wearing respirator or protective equipment.,INCIDENT,2026-06-10,Site C - Refinery,Chemical,CHEMICAL,PPE / Respiratory Protection,Chemical Exposure,1,100,CRITICAL
R0602,Worker was observed working at height without a safety harness on the scaffold.,INCIDENT,2026-05-06,Site B,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0603,Technician performed vessel entry without gas testing during maintenance shutdown.,NEAR_MISS,2026-06-14,Site C - Refinery,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0604,"Worker was standing under a suspended load during lifting operation, no exclusion zone maintained.",UNSAFE_ACT,2026-03-26,Loading Terminal,Line Of Fire,LINE_OF_FIRE,Exclusion Zone,Line of Fire,1,100,CRITICAL
R0605,Worker entered confined space without atmospheric testing. No standby person was present.,INCIDENT,2026-03-07,Site A,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0606,Gas leak was detected near an ignition source with flammable material nearby.,UNSAFE_ACT,2026-06-23,Site A,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0607,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,INCIDENT,2026-01-20,Site A,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,100,CRITICAL
R0608,Chemical handling was performed with full PPE and respirator worn as required.,UNSAFE_ACT,2026-01-23,Site B,Chemical,CHEMICAL,,Chemical Exposure,0,54,MEDIUM
R0609,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,UNSAFE_ACT,2026-05-16,Site C - Refinery,Vehicle,VEHICLE,,Driving,0,56,MEDIUM
R0610,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",UNSAFE_ACT,2026-05-14,Site B,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0611,Chemical handling was performed with full PPE and respirator worn as required.,UNSAFE_CONDITION,2026-07-27,Site B,Chemical,CHEMICAL,,Chemical Exposure,0,55,MEDIUM
R0612,Electrical panel was left open with exposed live wire near walking path.,NEAR_MISS,2026-02-26,Site B,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0613,Lifting operation followed load chart with rigging inspected prior to lift.,UNSAFE_CONDITION,2026-05-27,Well Pad 12,Lifting,LIFTING,,Lifting Operations,0,61,HIGH
R0614,Exclusion zone was maintained and no personnel were in line of fire during the lift.,UNSAFE_CONDITION,2026-01-18,Maintenance Yard,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,53,MEDIUM
R0615,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",UNSAFE_ACT,2026-01-01,Site B,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0616,Worker was observed working at height without a safety harness on the scaffold.,NEAR_MISS,2026-03-03,Site B,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0617,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,UNSAFE_CONDITION,2026-08-10,Tank Farm 3,Housekeeping,HOUSEKEEPING,,Permit to Work,0,26,LOW
R0618,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",UNSAFE_ACT,2026-01-28,Tank Farm 3,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0619,Exclusion zone was maintained and no personnel were in line of fire during the lift.,INCIDENT,2026-02-04,Site A,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,58,MEDIUM
R0620,Worker entered confined space without atmospheric testing. No standby person was present.,INCIDENT,2026-03-11,Pipeline Section 7,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0621,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",INCIDENT,2026-02-12,Pipeline Section 7,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0622,Worker was seen working at height with harness properly secured and scaffold inspected.,INCIDENT,2026-08-09,Loading Terminal,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,61,HIGH
R0623,Worker was not wearing safety glasses in the workshop area.,UNSAFE_CONDITION,2026-02-05,Site A,Ppe,PPE,,Permit to Work,0,40,MEDIUM
R0624,Worker was seen working at height with harness properly secured and scaffold inspected.,INCIDENT,2026-08-06,Loading Terminal,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,61,HIGH
R0625,Cluttered walkway with minor trip hazard was reported near the warehouse.,UNSAFE_ACT,2026-03-16,Maintenance Yard,Housekeeping,HOUSEKEEPING,,Permit to Work,0,35,MEDIUM
R0626,Worker was observed working at height without a safety harness on the scaffold.,UNSAFE_ACT,2026-02-09,Pipeline Section 7,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0627,Worker entered confined space without atmospheric testing. No standby person was present.,INCIDENT,2026-04-22,Pipeline Section 7,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0628,Electrical panel was left open with exposed live wire near walking path.,UNSAFE_ACT,2026-07-22,Well Pad 12,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0629,Lifting operation followed load chart with rigging inspected prior to lift.,INCIDENT,2026-03-27,Site A,Lifting,LIFTING,,Lifting Operations,0,64,HIGH
R0630,Worker entered confined space without atmospheric testing. No standby person was present.,INCIDENT,2026-08-28,Maintenance Yard,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0631,Worker was seen working at height with harness properly secured and scaffold inspected.,NEAR_MISS,2026-04-11,Tank Farm 3,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,62,HIGH
R0632,Technician performed vessel entry without gas testing during maintenance shutdown.,INCIDENT,2026-07-13,Well Pad 12,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0633,Confined space entry was performed with atmospheric testing completed and standby person present.,INCIDENT,2026-02-28,Maintenance Yard,Confined Space,CONFINED_SPACE,,Confined Space,0,68,HIGH
R0634,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",NEAR_MISS,2026-01-04,Loading Terminal,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0635,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,UNSAFE_ACT,2026-02-26,Tank Farm 3,Vehicle,VEHICLE,,Driving,0,51,MEDIUM
R0636,Electrical panel was left open with exposed live wire near walking path.,INCIDENT,2026-08-11,Pipeline Section 7,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0637,Technician performed vessel entry without gas testing during maintenance shutdown.,NEAR_MISS,2026-08-23,Pipeline Section 7,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0638,Worker was not wearing safety glasses in the workshop area.,UNSAFE_ACT,2026-04-01,Pipeline Section 7,Ppe,PPE,,Permit to Work,0,35,MEDIUM
R0639,Exclusion zone was maintained and no personnel were in line of fire during the lift.,NEAR_MISS,2026-02-02,Site C - Refinery,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,57,MEDIUM
R0640,Lifting operation followed load chart with rigging inspected prior to lift.,UNSAFE_ACT,2026-05-20,Well Pad 12,Lifting,LIFTING,,Lifting Operations,0,57,MEDIUM
R0641,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",UNSAFE_ACT,2026-08-27,Well Pad 12,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0642,Worker was not wearing safety glasses in the workshop area.,INCIDENT,2026-01-21,Site B,Ppe,PPE,,Permit to Work,0,33,MEDIUM
R0643,Cluttered walkway with minor trip hazard was reported near the warehouse.,UNSAFE_CONDITION,2026-08-01,Site A,Housekeeping,HOUSEKEEPING,,Permit to Work,0,35,MEDIUM
R0644,Electrical panel was properly closed and de-energized before inspection.,INCIDENT,2026-03-23,Site C - Refinery,Electrical,ELECTRICAL,,Electrical,0,64,HIGH
R0645,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,INCIDENT,2026-06-17,Loading Terminal,Housekeeping,HOUSEKEEPING,,Permit to Work,0,24,LOW
R0646,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,NEAR_MISS,2026-07-11,Tank Farm 3,Vehicle,VEHICLE,,Driving,0,55,MEDIUM
R0647,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",NEAR_MISS,2026-05-27,Pipeline Section 7,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0648,Worker was not wearing safety glasses in the workshop area.,UNSAFE_CONDITION,2026-04-07,Tank Farm 3,Ppe,PPE,,Permit to Work,0,45,MEDIUM
R0649,Chemical handling was performed with full PPE and respirator worn as required.,UNSAFE_CONDITION,2026-03-17,Pipeline Section 7,Chemical,CHEMICAL,,Chemical Exposure,0,58,MEDIUM
R0650,Worker was not wearing safety glasses in the workshop area.,INCIDENT,2026-07-22,Tank Farm 3,Ppe,PPE,,Permit to Work,0,33,MEDIUM
R0651,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,UNSAFE_ACT,2026-01-13,Site C - Refinery,Vehicle,VEHICLE,,Driving,0,51,MEDIUM
R0652,Technician performed vessel entry without gas testing during maintenance shutdown.,UNSAFE_ACT,2026-05-25,Site C - Refinery,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0653,Hot work permit and fire watch were in place during welding activity.,UNSAFE_CONDITION,2026-01-23,Tank Farm 3,Hot Work,HOT_WORK,,Hot Work,0,63,HIGH
R0654,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",NEAR_MISS,2026-08-04,Well Pad 12,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0655,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,INCIDENT,2026-04-17,Tank Farm 3,Housekeeping,HOUSEKEEPING,,Permit to Work,0,39,MEDIUM
R0656,Worker was not wearing safety glasses in the workshop area.,INCIDENT,2026-07-14,Pipeline Section 7,Ppe,PPE,,Permit to Work,0,37,MEDIUM
R0657,Electrical panel was properly closed and de-energized before inspection.,NEAR_MISS,2026-04-20,Maintenance Yard,Electrical,ELECTRICAL,,Electrical,0,49,MEDIUM
R0658,Maintenance was carried out after proper lockout tagout isolation was verified.,NEAR_MISS,2026-04-25,Well Pad 12,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,74,HIGH
R0659,Hot work permit and fire watch were in place during welding activity.,UNSAFE_ACT,2026-03-06,Site B,Hot Work,HOT_WORK,,Hot Work,0,58,MEDIUM
R0660,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,NEAR_MISS,2026-05-05,Site C - Refinery,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,100,CRITICAL
R0661,Gas leak was detected near an ignition source with flammable material nearby.,NEAR_MISS,2026-08-23,Site C - Refinery,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0662,Technician performed vessel entry without gas testing during maintenance shutdown.,INCIDENT,2026-01-25,Tank Farm 3,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0663,Lifting operation followed load chart with rigging inspected prior to lift.,NEAR_MISS,2026-02-26,Pipeline Section 7,Lifting,LIFTING,,Lifting Operations,0,66,HIGH
R0664,Electrical panel was left open with exposed live wire near walking path.,INCIDENT,2026-02-26,Site C - Refinery,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0665,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,INCIDENT,2026-02-12,Well Pad 12,Vehicle,VEHICLE,,Driving,0,59,MEDIUM
R0666,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",NEAR_MISS,2026-06-10,Well Pad 12,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0667,Cluttered walkway with minor trip hazard was reported near the warehouse.,INCIDENT,2026-01-04,Pipeline Section 7,Housekeeping,HOUSEKEEPING,,Permit to Work,0,38,MEDIUM
R0668,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",INCIDENT,2026-04-02,Pipeline Section 7,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0669,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,NEAR_MISS,2026-05-01,Pipeline Section 7,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,100,CRITICAL
R0670,Electrical panel was left open with exposed live wire near walking path.,NEAR_MISS,2026-01-10,Well Pad 12,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0671,"Worker was standing under a suspended load during lifting operation, no exclusion zone maintained.",UNSAFE_ACT,2026-03-25,Site A,Line Of Fire,LINE_OF_FIRE,Exclusion Zone,Line of Fire,1,100,CRITICAL
R0672,Worker was exposed to chemical spill without wearing respirator or protective equipment.,INCIDENT,2026-04-28,Loading Terminal,Chemical,CHEMICAL,PPE / Respiratory Protection,Chemical Exposure,1,99,CRITICAL
R0673,Worker was observed working at height without a safety harness on the scaffold.,INCIDENT,2026-07-21,Site B,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0674,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,UNSAFE_ACT,2026-08-23,Pipeline Section 7,Housekeeping,HOUSEKEEPING,,Permit to Work,0,33,MEDIUM
R0675,Technician performed vessel entry without gas testing during maintenance shutdown.,UNSAFE_ACT,2026-03-26,Tank Farm 3,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0676,Electrical panel was properly closed and de-energized before inspection.,UNSAFE_CONDITION,2026-05-14,Loading Terminal,Electrical,ELECTRICAL,,Electrical,0,59,MEDIUM
R0677,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",NEAR_MISS,2026-06-01,Loading Terminal,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0678,Chemical handling was performed with full PPE and respirator worn as required.,UNSAFE_ACT,2026-02-25,Site A,Chemical,CHEMICAL,,Chemical Exposure,0,52,MEDIUM
R0679,Worker was not wearing safety glasses in the workshop area.,UNSAFE_ACT,2026-05-26,Tank Farm 3,Ppe,PPE,,Permit to Work,0,33,MEDIUM
R0680,Minor gas odor was reported and area was isolated with no ignition sources present.,INCIDENT,2026-07-13,Site A,Fire,FIRE,,Fire / Explosion,0,59,MEDIUM
R0681,Lifting operation followed load chart with rigging inspected prior to lift.,UNSAFE_CONDITION,2026-03-24,Loading Terminal,Lifting,LIFTING,,Lifting Operations,0,59,MEDIUM
R0682,Electrical panel was properly closed and de-energized before inspection.,UNSAFE_CONDITION,2026-05-22,Pipeline Section 7,Electrical,ELECTRICAL,,Electrical,0,63,HIGH
R0683,Worker entered confined space without atmospheric testing. No standby person was present.,UNSAFE_ACT,2026-02-02,Site A,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0684,Gas leak was detected near an ignition source with flammable material nearby.,INCIDENT,2026-02-10,Well Pad 12,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0685,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,INCIDENT,2026-03-06,Site C - Refinery,Housekeeping,HOUSEKEEPING,,Permit to Work,0,29,LOW
R0686,Maintenance was carried out after proper lockout tagout isolation was verified.,UNSAFE_CONDITION,2026-02-06,Site A,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,67,HIGH
R0687,Cluttered walkway with minor trip hazard was reported near the warehouse.,UNSAFE_ACT,2026-05-22,Site B,Housekeeping,HOUSEKEEPING,,Permit to Work,0,36,MEDIUM
R0688,Hot work welding was performed without a fire watch permit in a flammable atmosphere area.,INCIDENT,2026-08-11,Pipeline Section 7,Hot Work,HOT_WORK,Fire Watch,Hot Work,1,100,CRITICAL
R0689,Improper scaffolding was noted with no guardrail installed at elevated platform.,UNSAFE_ACT,2026-02-10,Site B,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0690,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",NEAR_MISS,2026-06-20,Tank Farm 3,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0691,Worker was not wearing safety glasses in the workshop area.,NEAR_MISS,2026-06-14,Site C - Refinery,Ppe,PPE,,Permit to Work,0,38,MEDIUM
R0692,Worker entered confined space without atmospheric testing. No standby person was present.,UNSAFE_ACT,2026-07-09,Pipeline Section 7,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0693,Improper scaffolding was noted with no guardrail installed at elevated platform.,NEAR_MISS,2026-08-15,Pipeline Section 7,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0694,Cluttered walkway with minor trip hazard was reported near the warehouse.,UNSAFE_ACT,2026-03-21,Site B,Housekeeping,HOUSEKEEPING,,Permit to Work,0,32,MEDIUM
R0695,Hot work welding was performed without a fire watch permit in a flammable atmosphere area.,UNSAFE_ACT,2026-05-24,Site B,Hot Work,HOT_WORK,Fire Watch,Hot Work,1,100,CRITICAL
R0696,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,UNSAFE_ACT,2026-07-25,Well Pad 12,Housekeeping,HOUSEKEEPING,,Permit to Work,0,22,LOW
R0697,Technician performed vessel entry without gas testing during maintenance shutdown.,INCIDENT,2026-08-21,Site C - Refinery,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0698,Exclusion zone was maintained and no personnel were in line of fire during the lift.,NEAR_MISS,2026-03-15,Site B,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,52,MEDIUM
R0699,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,UNSAFE_ACT,2026-04-28,Site C - Refinery,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,100,CRITICAL
R0700,Cluttered walkway with minor trip hazard was reported near the warehouse.,INCIDENT,2026-03-06,Site C - Refinery,Housekeeping,HOUSEKEEPING,,Permit to Work,0,31,MEDIUM
R0701,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,UNSAFE_ACT,2026-04-25,Maintenance Yard,Housekeeping,HOUSEKEEPING,,Permit to Work,0,33,MEDIUM
R0702,Maintenance was carried out after proper lockout tagout isolation was verified.,NEAR_MISS,2026-04-02,Well Pad 12,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,59,MEDIUM
R0703,Electrical panel was left open with exposed live wire near walking path.,NEAR_MISS,2026-08-02,Site A,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0704,Worker was exposed to chemical spill without wearing respirator or protective equipment.,INCIDENT,2026-05-27,Tank Farm 3,Chemical,CHEMICAL,PPE / Respiratory Protection,Chemical Exposure,1,100,CRITICAL
R0705,Gas leak was detected near an ignition source with flammable material nearby.,UNSAFE_ACT,2026-07-21,Loading Terminal,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0706,Exclusion zone was maintained and no personnel were in line of fire during the lift.,UNSAFE_ACT,2026-05-13,Well Pad 12,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,62,HIGH
R0707,Electrical panel was left open with exposed live wire near walking path.,NEAR_MISS,2026-08-26,Maintenance Yard,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0708,Minor gas odor was reported and area was isolated with no ignition sources present.,UNSAFE_CONDITION,2026-08-06,Well Pad 12,Fire,FIRE,,Fire / Explosion,0,62,HIGH
R0709,Confined space entry was performed with atmospheric testing completed and standby person present.,NEAR_MISS,2026-04-05,Site C - Refinery,Confined Space,CONFINED_SPACE,,Confined Space,0,72,HIGH
R0710,Worker was seen working at height with harness properly secured and scaffold inspected.,UNSAFE_ACT,2026-04-14,Pipeline Section 7,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,68,HIGH
R0711,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,INCIDENT,2026-08-07,Site C - Refinery,Housekeeping,HOUSEKEEPING,,Permit to Work,0,29,LOW
R0712,Worker was exposed to chemical spill without wearing respirator or protective equipment.,UNSAFE_ACT,2026-01-05,Site C - Refinery,Chemical,CHEMICAL,PPE / Respiratory Protection,Chemical Exposure,1,100,CRITICAL
R0713,Improper scaffolding was noted with no guardrail installed at elevated platform.,UNSAFE_ACT,2026-03-02,Site C - Refinery,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0714,Hot work welding was performed without a fire watch permit in a flammable atmosphere area.,NEAR_MISS,2026-01-24,Tank Farm 3,Hot Work,HOT_WORK,Fire Watch,Hot Work,1,100,CRITICAL
R0715,Confined space entry was performed with atmospheric testing completed and standby person present.,INCIDENT,2026-08-06,Well Pad 12,Confined Space,CONFINED_SPACE,,Confined Space,0,64,HIGH
R0716,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,UNSAFE_CONDITION,2026-05-06,Pipeline Section 7,Vehicle,VEHICLE,,Driving,0,54,MEDIUM
R0717,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",UNSAFE_ACT,2026-04-13,Loading Terminal,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0718,Improper scaffolding was noted with no guardrail installed at elevated platform.,UNSAFE_ACT,2026-07-27,Site C - Refinery,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0719,Minor gas odor was reported and area was isolated with no ignition sources present.,INCIDENT,2026-01-26,Site B,Fire,FIRE,,Fire / Explosion,0,57,MEDIUM
R0720,Confined space entry was performed with atmospheric testing completed and standby person present.,UNSAFE_CONDITION,2026-01-25,Loading Terminal,Confined Space,CONFINED_SPACE,,Confined Space,0,71,HIGH
R0721,Electrical panel was left open with exposed live wire near walking path.,UNSAFE_ACT,2026-07-08,Maintenance Yard,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0722,Cluttered walkway with minor trip hazard was reported near the warehouse.,UNSAFE_ACT,2026-07-05,Tank Farm 3,Housekeeping,HOUSEKEEPING,,Permit to Work,0,32,MEDIUM
R0723,Lifting operation followed load chart with rigging inspected prior to lift.,NEAR_MISS,2026-07-09,Well Pad 12,Lifting,LIFTING,,Lifting Operations,0,53,MEDIUM
R0724,Worker entered confined space without atmospheric testing. No standby person was present.,INCIDENT,2026-02-17,Site A,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0725,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,INCIDENT,2026-06-14,Pipeline Section 7,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,100,CRITICAL
R0726,Worker was observed working at height without a safety harness on the scaffold.,INCIDENT,2026-05-09,Loading Terminal,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0727,Gas leak was detected near an ignition source with flammable material nearby.,NEAR_MISS,2026-07-25,Well Pad 12,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0728,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,INCIDENT,2026-03-12,Maintenance Yard,Vehicle,VEHICLE,,Driving,0,59,MEDIUM
R0729,Hot work welding was performed without a fire watch permit in a flammable atmosphere area.,NEAR_MISS,2026-07-24,Site C - Refinery,Hot Work,HOT_WORK,Fire Watch,Hot Work,1,100,CRITICAL
R0730,Chemical handling was performed with full PPE and respirator worn as required.,INCIDENT,2026-03-04,Well Pad 12,Chemical,CHEMICAL,,Chemical Exposure,0,47,MEDIUM
R0731,Electrical panel was left open with exposed live wire near walking path.,INCIDENT,2026-01-06,Loading Terminal,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0732,Worker was exposed to chemical spill without wearing respirator or protective equipment.,UNSAFE_ACT,2026-08-20,Loading Terminal,Chemical,CHEMICAL,PPE / Respiratory Protection,Chemical Exposure,1,96,CRITICAL
R0733,Confined space entry was performed with atmospheric testing completed and standby person present.,UNSAFE_CONDITION,2026-06-03,Site A,Confined Space,CONFINED_SPACE,,Confined Space,0,59,MEDIUM
R0734,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,NEAR_MISS,2026-01-25,Site C - Refinery,Housekeeping,HOUSEKEEPING,,Permit to Work,0,33,MEDIUM
R0735,Worker was exposed to chemical spill without wearing respirator or protective equipment.,UNSAFE_ACT,2026-04-28,Tank Farm 3,Chemical,CHEMICAL,PPE / Respiratory Protection,Chemical Exposure,1,100,CRITICAL
R0736,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",INCIDENT,2026-04-20,Site C - Refinery,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0737,Chemical handling was performed with full PPE and respirator worn as required.,UNSAFE_CONDITION,2026-01-06,Site B,Chemical,CHEMICAL,,Chemical Exposure,0,48,MEDIUM
R0738,Hot work welding was performed without a fire watch permit in a flammable atmosphere area.,INCIDENT,2026-07-13,Well Pad 12,Hot Work,HOT_WORK,Fire Watch,Hot Work,1,100,CRITICAL
R0739,Electrical panel was left open with exposed live wire near walking path.,UNSAFE_ACT,2026-05-24,Pipeline Section 7,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0740,Exclusion zone was maintained and no personnel were in line of fire during the lift.,UNSAFE_CONDITION,2026-08-13,Site A,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,50,MEDIUM
R0741,Hot work welding was performed without a fire watch permit in a flammable atmosphere area.,INCIDENT,2026-02-18,Site B,Hot Work,HOT_WORK,Fire Watch,Hot Work,1,100,CRITICAL
R0742,Electrical panel was left open with exposed live wire near walking path.,UNSAFE_ACT,2026-05-18,Tank Farm 3,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
